DataExtractDate,ReportPeriod,Arrival_Departure,Domestic_International,FlightType,Passenger_Count
2014-05-01T00:00:00,2008-04-01T00:00:00,Departure,Domestic,Charter,1100
2014-05-01T00:00:00,2008-04-01T00:00:00,Departure,Domestic,Commuter,144682
2014-05-01T00:00:00,2008-04-01T00:00:00,Departure,Domestic,Scheduled Carriers,1652647
2014-05-01T00:00:00,2008-04-01T00:00:00,Departure,International,Charter,404
2014-05-01T00:00:00,2008-04-01T00:00:00,Departure,International,Commuter,5850
2014-05-01T00:00:00,2008-04-01T00:00:00,Departure,International,Scheduled Carriers,656334
2014-05-01T00:00:00,2008-05-01T00:00:00,Arrival,Domestic,Charter,356
2014-05-01T00:00:00,2008-05-01T00:00:00,Arrival,Domestic,Commuter,156769
2014-05-01T00:00:00,2008-05-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1752533
2014-05-01T00:00:00,2008-05-01T00:00:00,Arrival,International,Charter,207
2014-05-01T00:00:00,2008-05-01T00:00:00,Arrival,International,Commuter,5632
2014-05-01T00:00:00,2008-05-01T00:00:00,Arrival,International,Scheduled Carriers,698280
2014-05-01T00:00:00,2008-05-01T00:00:00,Departure,Domestic,Charter,348
2014-05-01T00:00:00,2008-05-01T00:00:00,Departure,Domestic,Commuter,149343
2014-05-01T00:00:00,2008-05-01T00:00:00,Departure,Domestic,Scheduled Carriers,1748443
2014-05-01T00:00:00,2008-05-01T00:00:00,Departure,International,Charter,207
2014-05-01T00:00:00,2008-05-01T00:00:00,Departure,International,Commuter,6183
2014-05-01T00:00:00,2008-05-01T00:00:00,Departure,International,Scheduled Carriers,729686
2014-05-01T00:00:00,2008-06-01T00:00:00,Arrival,Domestic,Charter,1105
2014-05-01T00:00:00,2008-06-01T00:00:00,Arrival,Domestic,Commuter,157727
2014-05-01T00:00:00,2008-06-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1843269
2014-05-01T00:00:00,2008-06-01T00:00:00,Arrival,International,Charter,124
2014-05-01T00:00:00,2008-06-01T00:00:00,Arrival,International,Commuter,5239
2014-05-01T00:00:00,2008-06-01T00:00:00,Arrival,International,Scheduled Carriers,723460
2014-05-01T00:00:00,2008-06-01T00:00:00,Departure,Domestic,Charter,878
2014-05-01T00:00:00,2008-06-01T00:00:00,Departure,Domestic,Commuter,153408
2014-05-01T00:00:00,2008-06-01T00:00:00,Departure,Domestic,Scheduled Carriers,1877929
2014-05-01T00:00:00,2008-06-01T00:00:00,Departure,International,Commuter,5888
2014-05-01T00:00:00,2008-06-01T00:00:00,Departure,International,Scheduled Carriers,770846
2014-05-01T00:00:00,2008-07-01T00:00:00,Arrival,Domestic,Charter,799
2014-05-01T00:00:00,2008-07-01T00:00:00,Arrival,Domestic,Commuter,156414
2014-05-01T00:00:00,2008-07-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1922648
2014-05-01T00:00:00,2008-07-01T00:00:00,Arrival,International,Commuter,5516
2014-05-01T00:00:00,2008-07-01T00:00:00,Arrival,International,Scheduled Carriers,812282
2014-05-01T00:00:00,2008-07-01T00:00:00,Departure,Domestic,Charter,646
2014-05-01T00:00:00,2008-07-01T00:00:00,Departure,Domestic,Commuter,154924
2014-05-01T00:00:00,2008-07-01T00:00:00,Departure,Domestic,Scheduled Carriers,1951478
2014-05-01T00:00:00,2008-07-01T00:00:00,Departure,International,Commuter,5591
2014-05-01T00:00:00,2008-07-01T00:00:00,Departure,International,Scheduled Carriers,781270
2014-05-01T00:00:00,2008-08-01T00:00:00,Arrival,Domestic,Charter,790
2014-05-01T00:00:00,2008-08-01T00:00:00,Arrival,Domestic,Commuter,151447
2014-05-01T00:00:00,2008-08-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1895660
2014-05-01T00:00:00,2008-08-01T00:00:00,Arrival,International,Charter,335
2014-05-01T00:00:00,2008-08-01T00:00:00,Arrival,International,Commuter,5745
2014-05-01T00:00:00,2008-08-01T00:00:00,Arrival,International,Scheduled Carriers,819103
2014-05-01T00:00:00,2008-08-01T00:00:00,Departure,Domestic,Charter,1056
2014-05-01T00:00:00,2008-08-01T00:00:00,Departure,Domestic,Commuter,153447
2014-05-01T00:00:00,2008-08-01T00:00:00,Departure,Domestic,Scheduled Carriers,1920521
2014-05-01T00:00:00,2008-08-01T00:00:00,Departure,International,Charter,417
2014-05-01T00:00:00,2008-08-01T00:00:00,Departure,International,Commuter,5721
2014-05-01T00:00:00,2008-08-01T00:00:00,Departure,International,Scheduled Carriers,761043
2014-05-01T00:00:00,2008-09-01T00:00:00,Arrival,Domestic,Charter,762
2014-05-01T00:00:00,2008-09-01T00:00:00,Arrival,Domestic,Commuter,141593
2014-05-01T00:00:00,2008-09-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1466166
2014-05-01T00:00:00,2008-09-01T00:00:00,Arrival,International,Charter,460
2014-05-01T00:00:00,2008-09-01T00:00:00,Arrival,International,Commuter,5377
2014-05-01T00:00:00,2008-09-01T00:00:00,Arrival,International,Scheduled Carriers,630725
2014-05-01T00:00:00,2008-09-01T00:00:00,Departure,Domestic,Charter,611
2014-05-01T00:00:00,2008-09-01T00:00:00,Departure,Domestic,Commuter,136486
2014-05-01T00:00:00,2008-09-01T00:00:00,Departure,Domestic,Scheduled Carriers,1446998
2014-05-01T00:00:00,2008-09-01T00:00:00,Departure,International,Charter,334
2014-05-01T00:00:00,2008-09-01T00:00:00,Departure,International,Commuter,5655
2014-05-01T00:00:00,2008-09-01T00:00:00,Departure,International,Scheduled Carriers,629877
2014-05-01T00:00:00,2008-10-01T00:00:00,Arrival,Domestic,Charter,1172
2014-05-01T00:00:00,2008-10-01T00:00:00,Arrival,Domestic,Commuter,149059
2014-05-01T00:00:00,2008-10-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1563658
2014-05-01T00:00:00,2008-10-01T00:00:00,Arrival,International,Commuter,4963
2014-05-01T00:00:00,2008-10-01T00:00:00,Arrival,International,Scheduled Carriers,607080
2014-05-01T00:00:00,2008-10-01T00:00:00,Departure,Domestic,Charter,983
2014-05-01T00:00:00,2008-10-01T00:00:00,Departure,Domestic,Commuter,144081
2014-05-01T00:00:00,2008-10-01T00:00:00,Departure,Domestic,Scheduled Carriers,1549714
2014-05-01T00:00:00,2008-10-01T00:00:00,Departure,International,Commuter,4903
2014-05-01T00:00:00,2008-10-01T00:00:00,Departure,International,Scheduled Carriers,655685
2014-05-01T00:00:00,2008-11-01T00:00:00,Arrival,Domestic,Charter,630
2014-05-01T00:00:00,2008-11-01T00:00:00,Arrival,Domestic,Commuter,128942
2014-05-01T00:00:00,2008-11-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1424520
2014-05-01T00:00:00,2008-11-01T00:00:00,Arrival,International,Charter,321
2014-05-01T00:00:00,2008-11-01T00:00:00,Arrival,International,Commuter,3129
2014-05-01T00:00:00,2008-11-01T00:00:00,Arrival,International,Scheduled Carriers,567420
2014-05-01T00:00:00,2008-11-01T00:00:00,Departure,Domestic,Charter,764
2014-05-01T00:00:00,2008-11-01T00:00:00,Departure,Domestic,Commuter,125393
2014-05-01T00:00:00,2008-11-01T00:00:00,Departure,Domestic,Scheduled Carriers,1434506
2014-05-01T00:00:00,2008-11-01T00:00:00,Departure,International,Charter,342
2014-05-01T00:00:00,2008-11-01T00:00:00,Departure,International,Commuter,2898
2014-05-01T00:00:00,2008-11-01T00:00:00,Departure,International,Scheduled Carriers,587503
2014-05-01T00:00:00,2008-12-01T00:00:00,Arrival,Domestic,Charter,2886
2014-05-01T00:00:00,2008-12-01T00:00:00,Arrival,Domestic,Commuter,136373
2014-05-01T00:00:00,2008-12-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1540311
2014-05-01T00:00:00,2008-12-01T00:00:00,Arrival,International,Commuter,4147
2014-05-01T00:00:00,2008-12-01T00:00:00,Arrival,International,Scheduled Carriers,616530
2014-05-01T00:00:00,2008-12-01T00:00:00,Departure,Domestic,Charter,876
2014-05-01T00:00:00,2008-12-01T00:00:00,Departure,Domestic,Commuter,131130
2014-05-01T00:00:00,2008-12-01T00:00:00,Departure,Domestic,Scheduled Carriers,1569708
2014-05-01T00:00:00,2008-12-01T00:00:00,Departure,International,Commuter,3939
2014-05-01T00:00:00,2008-12-01T00:00:00,Departure,International,Scheduled Carriers,651688
2014-05-01T00:00:00,2009-01-01T00:00:00,Arrival,Domestic,Charter,1119
2014-05-01T00:00:00,2009-01-01T00:00:00,Arrival,Domestic,Commuter,127169
2014-05-01T00:00:00,2009-01-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1394229
2014-05-01T00:00:00,2009-01-01T00:00:00,Arrival,International,Charter,460
2014-05-01T00:00:00,2009-01-01T00:00:00,Arrival,International,Commuter,4066
2014-05-01T00:00:00,2009-01-01T00:00:00,Arrival,International,Scheduled Carriers,638866
2014-05-01T00:00:00,2009-01-01T00:00:00,Departure,Domestic,Charter,2298
2014-05-01T00:00:00,2009-01-01T00:00:00,Departure,Domestic,Commuter,124754
2014-05-01T00:00:00,2009-01-01T00:00:00,Departure,Domestic,Scheduled Carriers,1364814
2014-05-01T00:00:00,2009-01-01T00:00:00,Departure,International,Charter,464
2014-05-01T00:00:00,2009-01-01T00:00:00,Departure,International,Commuter,3833
2014-05-01T00:00:00,2009-01-01T00:00:00,Departure,International,Scheduled Carriers,606317
2014-05-01T00:00:00,2009-02-01T00:00:00,Arrival,Domestic,Charter,546
2014-05-01T00:00:00,2009-02-01T00:00:00,Arrival,Domestic,Commuter,118820
2014-05-01T00:00:00,2009-02-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1265282
2014-05-01T00:00:00,2009-02-01T00:00:00,Arrival,International,Charter,551
2014-05-01T00:00:00,2009-02-01T00:00:00,Arrival,International,Commuter,4087
2014-05-01T00:00:00,2009-02-01T00:00:00,Arrival,International,Scheduled Carriers,504442
2014-05-01T00:00:00,2009-02-01T00:00:00,Departure,Domestic,Charter,753
2014-05-01T00:00:00,2009-02-01T00:00:00,Departure,Domestic,Commuter,114336
2014-05-01T00:00:00,2009-02-01T00:00:00,Departure,Domestic,Scheduled Carriers,1261864
2014-05-01T00:00:00,2009-02-01T00:00:00,Departure,International,Charter,584
2014-05-01T00:00:00,2009-02-01T00:00:00,Departure,International,Commuter,3794
2014-05-01T00:00:00,2009-02-01T00:00:00,Departure,International,Scheduled Carriers,516641
2014-05-01T00:00:00,2009-03-01T00:00:00,Arrival,Domestic,Charter,1443
2014-05-01T00:00:00,2009-03-01T00:00:00,Arrival,Domestic,Commuter,146622
2014-05-01T00:00:00,2009-03-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1525301
2014-05-01T00:00:00,2009-03-01T00:00:00,Arrival,International,Charter,659
2014-05-01T00:00:00,2009-03-01T00:00:00,Arrival,International,Commuter,5242
2014-05-01T00:00:00,2009-03-01T00:00:00,Arrival,International,Scheduled Carriers,598236
2014-05-01T00:00:00,2009-03-01T00:00:00,Departure,Domestic,Charter,1283
2014-05-01T00:00:00,2009-03-01T00:00:00,Departure,Domestic,Commuter,141324
2014-05-01T00:00:00,2009-03-01T00:00:00,Departure,Domestic,Scheduled Carriers,1561806
2014-05-01T00:00:00,2009-03-01T00:00:00,Departure,International,Charter,890
2014-05-01T00:00:00,2009-03-01T00:00:00,Departure,International,Commuter,5341
2014-05-01T00:00:00,2009-03-01T00:00:00,Departure,International,Scheduled Carriers,583948
2014-05-01T00:00:00,2009-04-01T00:00:00,Arrival,Domestic,Charter,861
2014-05-01T00:00:00,2009-04-01T00:00:00,Arrival,Domestic,Commuter,141361
2014-05-01T00:00:00,2009-04-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1553617
2014-05-01T00:00:00,2009-04-01T00:00:00,Arrival,International,Charter,381
2014-05-01T00:00:00,2009-04-01T00:00:00,Arrival,International,Commuter,4358
2014-05-01T00:00:00,2009-04-01T00:00:00,Arrival,International,Scheduled Carriers,622677
2014-05-01T00:00:00,2009-04-01T00:00:00,Departure,Domestic,Charter,749
2014-05-01T00:00:00,2009-04-01T00:00:00,Departure,Domestic,Commuter,136146
2014-05-01T00:00:00,2009-04-01T00:00:00,Departure,Domestic,Scheduled Carriers,1580238
2014-05-01T00:00:00,2009-04-01T00:00:00,Departure,International,Charter,470
2014-05-01T00:00:00,2009-04-01T00:00:00,Departure,International,Commuter,4558
2014-05-01T00:00:00,2009-04-01T00:00:00,Departure,International,Scheduled Carriers,596052
2014-05-01T00:00:00,2009-05-01T00:00:00,Arrival,Domestic,Charter,725
2014-05-01T00:00:00,2009-05-01T00:00:00,Arrival,Domestic,Commuter,143625
2014-05-01T00:00:00,2009-05-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1608760
2014-05-01T00:00:00,2009-05-01T00:00:00,Arrival,International,Charter,216
2014-05-01T00:00:00,2009-05-01T00:00:00,Arrival,International,Commuter,4853
2014-05-01T00:00:00,2009-05-01T00:00:00,Arrival,International,Scheduled Carriers,560337
2014-05-01T00:00:00,2009-05-01T00:00:00,Departure,Domestic,Charter,516
2014-05-01T00:00:00,2009-05-01T00:00:00,Departure,Domestic,Commuter,135200
2014-05-01T00:00:00,2009-05-01T00:00:00,Departure,Domestic,Scheduled Carriers,1608378
2014-05-01T00:00:00,2009-05-01T00:00:00,Departure,International,Charter,253
2014-05-01T00:00:00,2009-05-01T00:00:00,Departure,International,Commuter,5070
2014-05-01T00:00:00,2009-05-01T00:00:00,Departure,International,Scheduled Carriers,577923
2014-05-01T00:00:00,2009-06-01T00:00:00,Arrival,Domestic,Charter,493
2014-05-01T00:00:00,2009-06-01T00:00:00,Arrival,Domestic,Commuter,140300
2014-05-01T00:00:00,2009-06-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1728624
2014-05-01T00:00:00,2009-06-01T00:00:00,Arrival,International,Charter,869
2014-05-01T00:00:00,2009-06-01T00:00:00,Arrival,International,Commuter,4742
2014-05-01T00:00:00,2009-06-01T00:00:00,Arrival,International,Scheduled Carriers,597229
2014-05-01T00:00:00,2009-06-01T00:00:00,Departure,Domestic,Charter,655
2014-05-01T00:00:00,2009-06-01T00:00:00,Departure,Domestic,Commuter,143525
2014-05-01T00:00:00,2009-06-01T00:00:00,Departure,Domestic,Scheduled Carriers,1760630
2014-05-01T00:00:00,2009-06-01T00:00:00,Departure,International,Charter,839
2014-05-01T00:00:00,2009-06-01T00:00:00,Departure,International,Commuter,5057
2014-05-01T00:00:00,2009-06-01T00:00:00,Departure,International,Scheduled Carriers,657528
2014-05-01T00:00:00,2009-07-01T00:00:00,Arrival,Domestic,Charter,204
2014-05-01T00:00:00,2009-07-01T00:00:00,Arrival,Domestic,Commuter,149908
2014-05-01T00:00:00,2009-07-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1906932
2014-05-01T00:00:00,2009-07-01T00:00:00,Arrival,International,Charter,844
2014-05-01T00:00:00,2009-07-01T00:00:00,Arrival,International,Commuter,5018
2014-05-01T00:00:00,2009-07-01T00:00:00,Arrival,International,Scheduled Carriers,744602
2014-05-01T00:00:00,2009-07-01T00:00:00,Departure,Domestic,Charter,410
2014-05-01T00:00:00,2009-07-01T00:00:00,Departure,Domestic,Commuter,149249
2014-05-01T00:00:00,2009-07-01T00:00:00,Departure,Domestic,Scheduled Carriers,1908296
2014-05-01T00:00:00,2009-07-01T00:00:00,Departure,International,Charter,857
2014-05-01T00:00:00,2009-07-01T00:00:00,Departure,International,Commuter,4929
2014-05-01T00:00:00,2009-07-01T00:00:00,Departure,International,Scheduled Carriers,733161
2014-05-01T00:00:00,2009-08-01T00:00:00,Arrival,Domestic,Charter,252
2014-05-01T00:00:00,2009-08-01T00:00:00,Arrival,Domestic,Commuter,143601
2014-05-01T00:00:00,2009-08-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1826336
2014-05-01T00:00:00,2009-08-01T00:00:00,Arrival,International,Charter,746
2014-05-01T00:00:00,2009-08-01T00:00:00,Arrival,International,Commuter,5590
2014-05-01T00:00:00,2009-08-01T00:00:00,Arrival,International,Scheduled Carriers,762861
2014-05-01T00:00:00,2009-08-01T00:00:00,Departure,Domestic,Charter,695
2014-05-01T00:00:00,2009-08-01T00:00:00,Departure,Domestic,Commuter,146219
2014-05-01T00:00:00,2009-08-01T00:00:00,Departure,Domestic,Scheduled Carriers,1850883
2014-05-01T00:00:00,2009-08-01T00:00:00,Departure,International,Charter,741
2014-05-01T00:00:00,2009-08-01T00:00:00,Departure,International,Commuter,4982
2014-05-01T00:00:00,2009-08-01T00:00:00,Departure,International,Scheduled Carriers,694536
2014-05-01T00:00:00,2009-09-01T00:00:00,Arrival,Domestic,Charter,872
2014-05-01T00:00:00,2009-09-01T00:00:00,Arrival,Domestic,Commuter,139512
2014-05-01T00:00:00,2009-09-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1509838
2014-05-01T00:00:00,2009-09-01T00:00:00,Arrival,International,Charter,297
2014-05-01T00:00:00,2009-09-01T00:00:00,Arrival,International,Commuter,4444
2014-05-01T00:00:00,2009-09-01T00:00:00,Arrival,International,Scheduled Carriers,611978
2014-05-01T00:00:00,2009-09-01T00:00:00,Departure,Domestic,Charter,942
2014-05-01T00:00:00,2009-09-01T00:00:00,Departure,Domestic,Commuter,132054
2014-05-01T00:00:00,2009-09-01T00:00:00,Departure,Domestic,Scheduled Carriers,1502446
2014-05-01T00:00:00,2009-09-01T00:00:00,Departure,International,Charter,140
2014-05-01T00:00:00,2009-09-01T00:00:00,Departure,International,Commuter,4316
2014-05-01T00:00:00,2009-09-01T00:00:00,Departure,International,Scheduled Carriers,604020
2014-05-01T00:00:00,2009-10-01T00:00:00,Arrival,Domestic,Charter,1489
2014-05-01T00:00:00,2009-10-01T00:00:00,Arrival,Domestic,Commuter,147813
2014-05-01T00:00:00,2009-10-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1607674
2014-05-01T00:00:00,2009-10-01T00:00:00,Arrival,International,Charter,6036
2014-05-01T00:00:00,2009-10-01T00:00:00,Arrival,International,Commuter,4592
2014-05-01T00:00:00,2009-10-01T00:00:00,Arrival,International,Scheduled Carriers,603886
2014-05-01T00:00:00,2009-10-01T00:00:00,Departure,Domestic,Charter,1467
2014-05-01T00:00:00,2009-10-01T00:00:00,Departure,Domestic,Commuter,143754
2014-05-01T00:00:00,2009-10-01T00:00:00,Departure,Domestic,Scheduled Carriers,1591109
2014-05-01T00:00:00,2009-10-01T00:00:00,Departure,International,Commuter,4026
2014-05-01T00:00:00,2009-10-01T00:00:00,Departure,International,Scheduled Carriers,649786
2014-05-01T00:00:00,2009-11-01T00:00:00,Arrival,Domestic,Charter,1271
2014-05-01T00:00:00,2009-11-01T00:00:00,Arrival,Domestic,Commuter,144902
2014-05-01T00:00:00,2009-11-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1468135
2014-05-01T00:00:00,2009-11-01T00:00:00,Arrival,International,Charter,175
2014-05-01T00:00:00,2009-11-01T00:00:00,Arrival,International,Commuter,3977
2014-05-01T00:00:00,2009-11-01T00:00:00,Arrival,International,Scheduled Carriers,573205
2014-05-01T00:00:00,2009-11-01T00:00:00,Departure,Domestic,Charter,875
2014-05-01T00:00:00,2009-11-01T00:00:00,Departure,Domestic,Commuter,139661
2014-05-01T00:00:00,2009-11-01T00:00:00,Departure,Domestic,Scheduled Carriers,1490732
2014-05-01T00:00:00,2009-11-01T00:00:00,Departure,International,Charter,369
2014-05-01T00:00:00,2009-11-01T00:00:00,Departure,International,Commuter,4139
2014-05-01T00:00:00,2009-11-01T00:00:00,Departure,International,Scheduled Carriers,592268
2014-05-01T00:00:00,2009-12-01T00:00:00,Arrival,Domestic,Charter,4994
2014-05-01T00:00:00,2009-12-01T00:00:00,Arrival,Domestic,Commuter,153371
2014-05-01T00:00:00,2009-12-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1585814
2014-05-01T00:00:00,2009-12-01T00:00:00,Arrival,International,Commuter,4928
2014-05-01T00:00:00,2009-12-01T00:00:00,Arrival,International,Scheduled Carriers,655367
2014-05-01T00:00:00,2009-12-01T00:00:00,Departure,Domestic,Charter,1732
2014-05-01T00:00:00,2009-12-01T00:00:00,Departure,Domestic,Commuter,146339
2014-05-01T00:00:00,2009-12-01T00:00:00,Departure,Domestic,Scheduled Carriers,1581966
2014-05-01T00:00:00,2009-12-01T00:00:00,Departure,International,Commuter,4869
2014-05-01T00:00:00,2009-12-01T00:00:00,Departure,International,Scheduled Carriers,687412
2014-05-01T00:00:00,2010-01-01T00:00:00,Arrival,Domestic,Charter,4317
2014-05-01T00:00:00,2010-01-01T00:00:00,Arrival,Domestic,Commuter,148120
2014-05-01T00:00:00,2010-01-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1440819
2014-05-01T00:00:00,2010-01-01T00:00:00,Arrival,International,Charter,128
2014-05-01T00:00:00,2010-01-01T00:00:00,Arrival,International,Commuter,5266
2014-05-01T00:00:00,2010-01-01T00:00:00,Arrival,International,Scheduled Carriers,692077
2014-05-01T00:00:00,2010-01-01T00:00:00,Departure,Domestic,Charter,7616
2014-05-01T00:00:00,2010-01-01T00:00:00,Departure,Domestic,Commuter,146018
2014-05-01T00:00:00,2010-01-01T00:00:00,Departure,Domestic,Scheduled Carriers,1498185
2014-05-01T00:00:00,2010-01-01T00:00:00,Departure,International,Commuter,5187
2014-05-01T00:00:00,2010-01-01T00:00:00,Departure,International,Scheduled Carriers,661987
2014-05-01T00:00:00,2010-02-01T00:00:00,Arrival,Domestic,Charter,779
2014-05-01T00:00:00,2010-02-01T00:00:00,Arrival,Domestic,Commuter,145505
2014-05-01T00:00:00,2010-02-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1269533
2014-05-01T00:00:00,2010-02-01T00:00:00,Arrival,International,Charter,35
2014-05-01T00:00:00,2010-02-01T00:00:00,Arrival,International,Commuter,4022
2014-05-01T00:00:00,2010-02-01T00:00:00,Arrival,International,Scheduled Carriers,554772
2014-05-01T00:00:00,2010-02-01T00:00:00,Departure,Domestic,Charter,610
2014-05-01T00:00:00,2010-02-01T00:00:00,Departure,Domestic,Commuter,139465
2014-05-01T00:00:00,2010-02-01T00:00:00,Departure,Domestic,Scheduled Carriers,1276034
2014-05-01T00:00:00,2010-02-01T00:00:00,Departure,International,Charter,48
2014-05-01T00:00:00,2010-02-01T00:00:00,Departure,International,Commuter,4223
2014-05-01T00:00:00,2010-02-01T00:00:00,Departure,International,Scheduled Carriers,565293
2014-05-01T00:00:00,2010-03-01T00:00:00,Arrival,Domestic,Charter,956
2014-05-01T00:00:00,2010-03-01T00:00:00,Arrival,Domestic,Commuter,171559
2014-05-01T00:00:00,2010-03-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1580358
2014-05-01T00:00:00,2010-03-01T00:00:00,Arrival,International,Charter,181
2014-05-01T00:00:00,2010-03-01T00:00:00,Arrival,International,Commuter,5010
2014-05-01T00:00:00,2010-03-01T00:00:00,Arrival,International,Scheduled Carriers,640140
2014-05-01T00:00:00,2010-03-01T00:00:00,Departure,Domestic,Charter,1022
2014-05-01T00:00:00,2010-03-01T00:00:00,Departure,Domestic,Commuter,165782
2014-05-01T00:00:00,2010-03-01T00:00:00,Departure,Domestic,Scheduled Carriers,1613282
2014-05-01T00:00:00,2010-03-01T00:00:00,Departure,International,Charter,38
2014-05-01T00:00:00,2010-03-01T00:00:00,Departure,International,Commuter,4898
2014-05-01T00:00:00,2010-03-01T00:00:00,Departure,International,Scheduled Carriers,628800
2014-05-01T00:00:00,2010-04-01T00:00:00,Arrival,Domestic,Charter,759
2014-05-01T00:00:00,2010-04-01T00:00:00,Arrival,Domestic,Commuter,172358
2014-05-01T00:00:00,2010-04-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1533646
2014-05-01T00:00:00,2010-04-01T00:00:00,Arrival,International,Charter,16
2014-05-01T00:00:00,2010-04-01T00:00:00,Arrival,International,Commuter,4867
2014-05-01T00:00:00,2010-04-01T00:00:00,Arrival,International,Scheduled Carriers,632637
2014-05-01T00:00:00,2010-04-01T00:00:00,Departure,Domestic,Charter,626
2014-05-01T00:00:00,2010-04-01T00:00:00,Departure,Domestic,Commuter,167934
2014-05-01T00:00:00,2010-04-01T00:00:00,Departure,Domestic,Scheduled Carriers,1564522
2014-05-01T00:00:00,2010-04-01T00:00:00,Departure,International,Commuter,5241
2014-05-01T00:00:00,2010-04-01T00:00:00,Departure,International,Scheduled Carriers,604340
2014-05-01T00:00:00,2010-05-01T00:00:00,Arrival,Domestic,Charter,334
2014-05-01T00:00:00,2010-05-01T00:00:00,Arrival,Domestic,Commuter,176034
2014-05-01T00:00:00,2010-05-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1651830
2014-05-01T00:00:00,2010-05-01T00:00:00,Arrival,International,Charter,211
2014-05-01T00:00:00,2010-05-01T00:00:00,Arrival,International,Commuter,5086
2014-05-01T00:00:00,2010-05-01T00:00:00,Arrival,International,Scheduled Carriers,651106
2014-05-01T00:00:00,2010-05-01T00:00:00,Departure,Domestic,Charter,433
2014-05-01T00:00:00,2010-05-01T00:00:00,Departure,Domestic,Commuter,165819
2014-05-01T00:00:00,2010-05-01T00:00:00,Departure,Domestic,Scheduled Carriers,1632021
2014-05-01T00:00:00,2010-05-01T00:00:00,Departure,International,Charter,396
2014-05-01T00:00:00,2010-05-01T00:00:00,Departure,International,Commuter,5136
2014-05-01T00:00:00,2010-05-01T00:00:00,Departure,International,Scheduled Carriers,668190
2014-05-01T00:00:00,2010-06-01T00:00:00,Arrival,Domestic,Charter,463
2014-05-01T00:00:00,2010-06-01T00:00:00,Arrival,Domestic,Commuter,185151
2014-05-01T00:00:00,2010-06-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1742734
2014-05-01T00:00:00,2010-06-01T00:00:00,Arrival,International,Charter,1138
2014-05-01T00:00:00,2010-06-01T00:00:00,Arrival,International,Commuter,3765
2014-05-01T00:00:00,2010-06-01T00:00:00,Arrival,International,Scheduled Carriers,687527
2014-05-01T00:00:00,2010-06-01T00:00:00,Departure,Domestic,Charter,381
2014-05-01T00:00:00,2010-06-01T00:00:00,Departure,Domestic,Commuter,181461
2014-05-01T00:00:00,2010-06-01T00:00:00,Departure,Domestic,Scheduled Carriers,1777570
2014-05-01T00:00:00,2010-06-01T00:00:00,Departure,International,Charter,1391
2014-05-01T00:00:00,2010-06-01T00:00:00,Departure,International,Commuter,3838
2014-05-01T00:00:00,2010-06-01T00:00:00,Departure,International,Scheduled Carriers,725975
2014-05-01T00:00:00,2010-07-01T00:00:00,Arrival,Domestic,Charter,404
2014-05-01T00:00:00,2010-07-01T00:00:00,Arrival,Domestic,Commuter,190994
2014-05-01T00:00:00,2010-07-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1891563
2014-05-01T00:00:00,2010-07-01T00:00:00,Arrival,International,Charter,1210
2014-05-01T00:00:00,2010-07-01T00:00:00,Arrival,International,Commuter,3813
2014-05-01T00:00:00,2010-07-01T00:00:00,Arrival,International,Scheduled Carriers,781196
2014-05-01T00:00:00,2010-07-01T00:00:00,Departure,Domestic,Charter,751
2014-05-01T00:00:00,2010-07-01T00:00:00,Departure,Domestic,Commuter,189098
2014-05-01T00:00:00,2010-07-01T00:00:00,Departure,Domestic,Scheduled Carriers,1871064
2014-05-01T00:00:00,2010-07-01T00:00:00,Departure,International,Charter,1223
2014-05-01T00:00:00,2010-07-01T00:00:00,Departure,International,Commuter,3803
2014-05-01T00:00:00,2010-07-01T00:00:00,Departure,International,Scheduled Carriers,757742
2014-05-01T00:00:00,2010-08-01T00:00:00,Arrival,Domestic,Charter,646
2014-05-01T00:00:00,2010-08-01T00:00:00,Arrival,Domestic,Commuter,186335
2014-05-01T00:00:00,2010-08-01T00:00:00,Arrival,Domestic,Scheduled Carriers,1848901
